window_size,tool_sequence,frequency
4,READ -> WRITE -> BUILD -> TEST,140
4,WRITE -> WRITE -> BUILD -> TEST,134
4,WRITE -> BUILD -> TEST -> READ,120
4,WRITE -> WRITE -> WRITE -> WRITE,86
4,BUILD -> TEST -> READ -> WRITE,69
4,WRITE -> BUILD -> TEST -> WRITE,69
4,READ -> WRITE -> WRITE -> BUILD,68
4,WRITE -> BUILD -> TEST -> TEST,61
4,WRITE -> WRITE -> WRITE -> BUILD,59
4,TEST -> READ -> WRITE -> WRITE,56
4,BUILD -> TEST -> READ -> READ,52
4,TEST -> READ -> READ -> WRITE,49
4,WRITE -> BUILD -> TEST -> VCS,48
4,READ -> WRITE -> WRITE -> WRITE,48
4,READ -> READ -> WRITE -> WRITE,45
4,READ -> READ -> WRITE -> BUILD,43
4,TEST -> READ -> BUILD -> TEST,42
4,TEST -> READ -> WRITE -> BUILD,41
4,BUILD -> TEST -> WRITE -> WRITE,39
4,READ -> READ -> READ -> WRITE,39
4,TEST -> READ -> TEST -> READ,37
4,READ -> BUILD -> TEST -> READ,37
4,BUILD -> TEST -> READ -> TEST,36
4,TEST -> READ -> READ -> READ,34
4,READ -> TEST -> READ -> SEARCH_FILES,33
4,READ -> WRITE -> READ -> WRITE,32
4,TEST -> READ -> WRITE -> TEST,30
4,WRITE -> READ -> WRITE -> BUILD,29
4,SEARCH_FILES -> READ -> WRITE -> BUILD,29
4,WRITE -> WRITE -> READ -> WRITE,28
4,BUILD -> TEST -> TEST -> VCS,28
4,READ -> READ -> READ -> READ,28
4,WRITE -> READ -> WRITE -> WRITE,28
4,READ -> SEARCH_FILES -> READ -> WRITE,27
4,BUILD -> TEST -> WRITE -> BUILD,27
4,WRITE -> TEST -> WRITE -> TEST,27
4,READ -> TEST -> READ -> WRITE,26
4,TEST -> READ -> SEARCH_FILES -> READ,25
4,WRITE -> BUILD -> WRITE -> BUILD,24
4,TEST -> WRITE -> WRITE -> WRITE,24
4,READ -> TEST -> READ -> BUILD,23
4,TEST -> READ -> TEST -> VCS,23
4,TEST -> WRITE -> WRITE -> BUILD,23
4,BUILD -> TEST -> SEARCH_FILES -> READ,22
4,TEST -> WRITE -> BUILD -> TEST,22
4,READ -> WRITE -> TEST -> READ,22
4,READ -> WRITE -> WRITE -> TEST,22
4,SEARCH_FILES -> READ -> SEARCH_FILES -> READ,21
4,READ -> TEST -> READ -> READ,21
4,WRITE -> TEST -> READ -> WRITE,21
4,READ -> WRITE -> TEST -> WRITE,20
4,READ -> TEST -> READ -> TEST,19
4,TEST -> TEST -> READ -> WRITE,19
4,BUILD -> WRITE -> BUILD -> TEST,18
4,WRITE -> WRITE -> BUILD -> WRITE,18
4,WRITE -> TEST -> WRITE -> WRITE,18
4,WRITE -> WRITE -> TEST -> WRITE,18
4,READ -> SEARCH_CONTENT -> READ -> WRITE,17
4,TEST -> SEARCH_FILES -> READ -> WRITE,17
4,WRITE -> TEST -> TEST -> VCS,16
4,TEST -> READ -> SEARCH_CONTENT -> READ,15
4,BUILD -> TEST -> TEST -> READ,15
4,TEST -> TEST -> READ -> READ,15
4,READ -> WRITE -> WRITE -> READ,15
4,WRITE -> BUILD -> READ -> WRITE,15
4,SEARCH_FILES -> READ -> WRITE -> WRITE,15
4,READ -> WRITE -> BUILD -> WRITE,14
4,WRITE -> WRITE -> TEST -> READ,14
4,WRITE -> WRITE -> WRITE -> TEST,14
4,BUILD -> TEST -> TEST -> TEST,13
4,READ -> READ -> WRITE -> TEST,13
4,TEST -> WRITE -> TEST -> WRITE,13
4,READ -> WRITE -> TEST -> TEST,13
4,BUILD -> READ -> WRITE -> BUILD,12
4,WRITE -> BUILD -> WRITE -> WRITE,12
4,READ -> TEST -> SEARCH_FILES -> READ,12
4,TEST -> SEARCH_FILES -> READ -> SEARCH_FILES,11
4,WRITE -> BUILD -> TEST -> SEARCH_FILES,11
4,TEST -> READ -> SEARCH_FILES -> BUILD,11
4,READ -> TEST -> READ -> SEARCH_CONTENT,11
4,TEST -> WRITE -> WRITE -> TEST,11
4,READ -> SEARCH_FILES -> READ -> SEARCH_FILES,10
4,READ -> SEARCH_FILES -> BUILD -> TEST,10
4,SEARCH_FILES -> BUILD -> TEST -> READ,10
4,SEARCH_CONTENT -> READ -> WRITE -> BUILD,10
4,WRITE -> TEST -> READ -> TEST,10
4,WRITE -> WRITE -> WRITE -> READ,10
4,TEST -> READ -> WRITE -> READ,10
4,TEST -> WRITE -> READ -> WRITE,10
4,WRITE -> READ -> WRITE -> READ,9
4,READ -> BUILD -> TEST -> SEARCH_FILES,9
4,TEST -> READ -> SEARCH_FILES -> SEARCH_FILES,9
4,READ -> READ -> WRITE -> READ,9
4,READ -> WRITE -> BUILD -> READ,9
