window_size,tool_sequence,frequency
3,WRITE -> BUILD -> TEST,326
3,READ -> WRITE -> BUILD,170
3,BUILD -> TEST -> READ,169
3,WRITE -> WRITE -> WRITE,169
3,WRITE -> WRITE -> BUILD,162
3,READ -> WRITE -> WRITE,155
3,READ -> TEST -> READ,140
3,TEST -> READ -> WRITE,137
3,READ -> READ -> WRITE,110
3,TEST -> READ -> READ,102
3,TEST -> READ -> TEST,82
3,READ -> READ -> READ,74
3,WRITE -> READ -> WRITE,74
3,BUILD -> TEST -> WRITE,71
3,BUILD -> TEST -> TEST,70
3,READ -> WRITE -> TEST,66
3,TEST -> WRITE -> WRITE,64
3,READ -> SEARCH_FILES -> READ,55
3,BUILD -> TEST -> VCS,53
3,SEARCH_FILES -> READ -> WRITE,53
3,TEST -> READ -> SEARCH_FILES,52
3,READ -> BUILD -> TEST,51
3,WRITE -> TEST -> WRITE,51
3,WRITE -> WRITE -> TEST,50
3,TEST -> TEST -> VCS,49
3,TEST -> READ -> BUILD,46
3,TEST -> TEST -> READ,42
3,WRITE -> TEST -> READ,41
3,WRITE -> BUILD -> WRITE,39
3,TEST -> SEARCH_FILES -> READ,39
3,READ -> WRITE -> READ,35
3,READ -> SEARCH_CONTENT -> READ,32
3,WRITE -> WRITE -> READ,32
3,TEST -> WRITE -> TEST,30
3,TEST -> WRITE -> BUILD,28
3,TEST -> TEST -> TEST,27
3,WRITE -> TEST -> TEST,27
3,SEARCH_FILES -> READ -> SEARCH_FILES,25
3,BUILD -> WRITE -> BUILD,25
3,SEARCH_CONTENT -> READ -> WRITE,25
3,READ -> TEST -> VCS,23
3,BUILD -> TEST -> SEARCH_FILES,22
3,TEST -> READ -> SEARCH_CONTENT,22
3,SEARCH_FILES -> READ -> READ,19
3,WRITE -> TEST -> VCS,19
3,BUILD -> READ -> WRITE,18
3,WRITE -> BUILD -> READ,17
3,READ -> SEARCH_FILES -> SEARCH_FILES,16
3,SEARCH_FILES -> SEARCH_FILES -> READ,16
3,BUILD -> WRITE -> WRITE,16
3,SEARCH_CONTENT -> READ -> READ,15
3,READ -> TEST -> SEARCH_FILES,14
3,SEARCH_FILES -> BUILD -> TEST,12
3,TEST -> WRITE -> READ,12
3,READ -> SEARCH_CONTENT -> SEARCH_CONTENT,12
3,READ -> TEST -> TEST,11
3,READ -> SEARCH_FILES -> BUILD,11
3,READ -> READ -> SEARCH_FILES,10
3,SEARCH_CONTENT -> SEARCH_CONTENT -> READ,10
