window_size,tool_sequence,frequency
3,WRITE -> WRITE -> WRITE,1158
3,WRITE -> BUILD -> TEST,766
3,WRITE -> READ -> WRITE,574
3,WRITE -> TEST -> WRITE,433
3,TEST -> WRITE -> WRITE,428
3,READ -> WRITE -> READ,405
3,WRITE -> WRITE -> BUILD,403
3,READ -> WRITE -> BUILD,352
3,TEST -> READ -> WRITE,337
3,BUILD -> TEST -> READ,332
3,READ -> WRITE -> WRITE,320
3,BUILD -> TEST -> WRITE,312
3,WRITE -> WRITE -> TEST,291
3,READ -> READ -> WRITE,194
3,READ -> READ -> READ,189
3,TEST -> WRITE -> TEST,183
3,WRITE -> WRITE -> READ,162
3,WRITE -> TEST -> READ,160
3,TEST -> READ -> READ,159
3,READ -> WRITE -> TEST,152
3,WRITE -> BUILD -> WRITE,143
3,READ -> TEST -> READ,115
3,TEST -> WRITE -> BUILD,99
3,BUILD -> TEST -> VCS,87
3,TEST -> VCS -> WRITE,87
3,BUILD -> WRITE -> BUILD,78
3,READ -> SEARCH_FILES -> READ,73
3,VCS -> WRITE -> WRITE,71
3,READ -> SEARCH_CONTENT -> READ,69
3,BUILD -> TEST -> TEST,62
3,TEST -> WRITE -> READ,58
3,BUILD -> WRITE -> WRITE,54
3,VCS -> WRITE -> BUILD,52
3,WRITE -> READ -> READ,45
3,SEARCH_FILES -> READ -> WRITE,44
3,TEST -> READ -> TEST,43
3,TEST -> TEST -> READ,43
3,WRITE -> BUILD -> READ,41
3,TEST -> READ -> SEARCH_FILES,41
3,SEARCH_CONTENT -> READ -> WRITE,41
3,SEARCH_FILES -> READ -> SEARCH_FILES,40
3,READ -> BUILD -> TEST,39
3,BUILD -> READ -> WRITE,38
3,TEST -> READ -> BUILD,35
3,TEST -> READ -> VCS,32
3,VCS -> READ -> WRITE,32
3,TEST -> READ -> SEARCH_CONTENT,31
3,TEST -> SEARCH_FILES -> READ,30
3,SEARCH_CONTENT -> READ -> READ,30
3,VCS -> VCS -> VCS,29
3,WRITE -> BUILD -> VCS,27
3,TEST -> TEST -> WRITE,26
3,SEARCH_CONTENT -> READ -> SEARCH_CONTENT,24
3,FILE_OPS -> SCRIPT -> TEST,24
3,SEARCH_FILES -> READ -> READ,23
3,READ -> READ -> SEARCH_CONTENT,22
3,WRITE -> TEST -> TEST,20
3,WRITE -> FILE_OPS -> SCRIPT,20
3,READ -> VCS -> WRITE,18
3,READ -> SEARCH_FILES -> BUILD,18
3,SEARCH_FILES -> BUILD -> TEST,18
3,BUILD -> VCS -> WRITE,18
3,TEST -> SEARCH_CONTENT -> READ,18
3,SCRIPT -> TEST -> WRITE,18
3,READ -> WRITE -> VCS,17
3,TEST -> TEST -> VCS,17
3,SEARCH_CONTENT -> SEARCH_CONTENT -> READ,17
3,BUILD -> TEST -> SEARCH_FILES,16
3,BUILD -> TEST -> SEARCH_CONTENT,16
3,READ -> TEST -> SEARCH_FILES,16
3,READ -> READ -> SEARCH_FILES,15
3,BUILD -> WRITE -> READ,14
3,BUILD -> VCS -> BUILD,14
3,READ -> SEARCH_CONTENT -> SEARCH_CONTENT,14
3,VCS -> BUILD -> VCS,13
3,TEST -> WRITE -> FILE_OPS,13
3,WRITE -> VCS -> READ,12
3,SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES,12
3,SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT,11
3,SEARCH_FILES -> SEARCH_FILES -> READ,10
3,VCS -> BUILD -> TEST,10
3,SEARCH_FILES -> READ -> SEARCH_CONTENT,10
3,WRITE -> TEST -> VCS,10
3,READ -> VCS -> READ,9
3,TEST -> VCS -> READ,8
3,TEST -> TEST -> TEST,8
3,READ -> BUILD -> READ,7
3,READ -> TEST -> TEST,7
3,VCS -> WRITE -> READ,7
3,SEARCH_CONTENT -> WRITE -> BUILD,7
3,READ -> VCS -> BUILD,7
3,TEST -> BUILD -> TEST,7
3,SEARCH_CONTENT -> SEARCH_FILES -> READ,7
3,SEARCH_CONTENT -> SEARCH_CONTENT -> WRITE,7
3,BUILD -> READ -> READ,6
3,WRITE -> VCS -> WRITE,6
3,BUILD -> VCS -> READ,6
3,READ -> READ -> BUILD,6
3,WRITE -> BUILD -> SEARCH_FILES,6
3,SEARCH_FILES -> READ -> TEST,6
3,READ -> SEARCH_FILES -> SEARCH_FILES,6
3,WRITE -> READ -> BUILD,6
3,SEARCH_FILES -> READ -> BUILD,6
3,READ -> WRITE -> SEARCH_CONTENT,6
3,WRITE -> READ -> SEARCH_CONTENT,6
3,SEARCH_CONTENT -> READ -> SEARCH_FILES,5
3,TEST -> VCS -> VCS,5
3,TEST -> TEST -> SEARCH_FILES,5
3,BUILD -> TEST -> WEB,5
3,READ -> SEARCH_CONTENT -> SEARCH_FILES,5
3,TEST -> SEARCH_CONTENT -> SEARCH_CONTENT,5
3,SEARCH_CONTENT -> WRITE -> TEST,5
3,BUILD -> SEARCH_FILES -> READ,4
3,WRITE -> WRITE -> VCS,4
3,READ -> READ -> TEST,4
3,WRITE -> SEARCH_FILES -> READ,4
3,TEST -> WEB -> WRITE,4
3,WRITE -> TEST -> SEARCH_CONTENT,4
3,TEST -> SEARCH_CONTENT -> WRITE,4
3,READ -> READ -> WEB,4
3,READ -> TEST -> SEARCH_CONTENT,4
3,READ -> WRITE -> FILE_OPS,4
3,WRITE -> WRITE -> FILE_OPS,4
3,WRITE -> BUILD -> BUILD,3
3,TEST -> SEARCH_FILES -> SEARCH_FILES,3
3,SEARCH_FILES -> TEST -> TEST,3
3,READ -> SEARCH_CONTENT -> WRITE,3
3,TEST -> READ -> DEFECTS4J_OTHER,3
3,READ -> DEFECTS4J_OTHER -> TEST,3
3,READ -> BUILD -> SEARCH_FILES,3
3,TEST -> VCS -> TEST,3
3,BUILD -> SEARCH_FILES -> SEARCH_FILES,3
3,READ -> READ -> VCS,3
3,BUILD -> READ -> BUILD,3
3,BUILD -> TEST -> BUILD,3
3,WRITE -> SEARCH_CONTENT -> READ,3
3,READ -> BUILD -> WRITE,3
3,WEB -> WRITE -> BUILD,3
3,VCS -> VCS -> WRITE,3
3,VCS -> TEST -> READ,3
3,READ -> SEARCH_FILES -> TEST,3
3,WEB -> READ -> WRITE,3
3,SCRIPT -> TEST -> VCS,3
3,TEST -> VCS -> FILE_OPS,3
3,VCS -> FILE_OPS -> SCRIPT,3
3,BUILD -> READ -> DEFECTS4J_OTHER,2
3,READ -> DEFECTS4J_OTHER -> SEARCH_FILES,2
