window_size,tool_sequence,frequency
5,WRITE -> WRITE -> WRITE -> WRITE -> WRITE,723
5,WRITE -> READ -> WRITE -> READ -> WRITE,292
5,READ -> WRITE -> READ -> WRITE -> READ,266
5,WRITE -> BUILD -> TEST -> WRITE -> WRITE,190
5,WRITE -> TEST -> WRITE -> WRITE -> TEST,189
5,WRITE -> WRITE -> TEST -> WRITE -> WRITE,189
5,WRITE -> BUILD -> TEST -> READ -> WRITE,180
5,TEST -> WRITE -> WRITE -> TEST -> WRITE,178
5,WRITE -> WRITE -> BUILD -> TEST -> WRITE,172
5,READ -> WRITE -> BUILD -> TEST -> READ,168
5,WRITE -> TEST -> WRITE -> TEST -> WRITE,159
5,TEST -> WRITE -> TEST -> WRITE -> TEST,126
5,WRITE -> WRITE -> WRITE -> BUILD -> TEST,114
5,BUILD -> TEST -> READ -> WRITE -> BUILD,109
5,TEST -> READ -> WRITE -> BUILD -> TEST,97
5,BUILD -> TEST -> WRITE -> WRITE -> BUILD,97
5,TEST -> WRITE -> WRITE -> BUILD -> TEST,93
5,WRITE -> BUILD -> TEST -> WRITE -> BUILD,91
5,BUILD -> TEST -> WRITE -> BUILD -> TEST,83
5,BUILD -> TEST -> WRITE -> WRITE -> WRITE,83
5,READ -> WRITE -> TEST -> READ -> WRITE,74
5,WRITE -> WRITE -> BUILD -> TEST -> READ,71
5,WRITE -> BUILD -> TEST -> VCS -> WRITE,69
5,WRITE -> WRITE -> READ -> WRITE -> WRITE,69
5,WRITE -> WRITE -> WRITE -> WRITE -> BUILD,68
5,READ -> WRITE -> WRITE -> READ -> WRITE,68
5,WRITE -> TEST -> READ -> WRITE -> TEST,67
5,WRITE -> READ -> WRITE -> BUILD -> TEST,65
5,READ -> READ -> READ -> READ -> READ,63
5,READ -> READ -> WRITE -> BUILD -> TEST,62
5,TEST -> WRITE -> BUILD -> TEST -> WRITE,62
5,READ -> WRITE -> WRITE -> BUILD -> TEST,61
5,READ -> WRITE -> WRITE -> WRITE -> WRITE,60
