window_size,tool_sequence,frequency
3,WRITE -> WRITE -> WRITE,1327
3,WRITE -> BUILD -> TEST,1092
3,WRITE -> READ -> WRITE,648
3,WRITE -> WRITE -> BUILD,565
3,READ -> WRITE -> BUILD,522
3,BUILD -> TEST -> READ,501
3,TEST -> WRITE -> WRITE,492
3,WRITE -> TEST -> WRITE,484
3,READ -> WRITE -> WRITE,475
3,TEST -> READ -> WRITE,474
3,READ -> WRITE -> READ,440
3,BUILD -> TEST -> WRITE,383
3,WRITE -> WRITE -> TEST,341
3,READ -> READ -> WRITE,304
3,READ -> READ -> READ,263
3,TEST -> READ -> READ,261
3,READ -> TEST -> READ,255
3,READ -> WRITE -> TEST,218
3,TEST -> WRITE -> TEST,213
3,WRITE -> TEST -> READ,201
3,WRITE -> WRITE -> READ,194
3,WRITE -> BUILD -> WRITE,182
3,BUILD -> TEST -> VCS,140
3,BUILD -> TEST -> TEST,132
3,READ -> SEARCH_FILES -> READ,128
3,TEST -> WRITE -> BUILD,127
3,TEST -> READ -> TEST,125
3,BUILD -> WRITE -> BUILD,103
3,READ -> SEARCH_CONTENT -> READ,101
3,SEARCH_FILES -> READ -> WRITE,97
3,TEST -> VCS -> WRITE,96
3,TEST -> READ -> SEARCH_FILES,93
3,READ -> BUILD -> TEST,90
3,TEST -> TEST -> READ,85
3,TEST -> READ -> BUILD,81
3,VCS -> WRITE -> WRITE,78
3,BUILD -> WRITE -> WRITE,70
3,TEST -> WRITE -> READ,70
3,TEST -> SEARCH_FILES -> READ,69
3,SEARCH_CONTENT -> READ -> WRITE,66
3,TEST -> TEST -> VCS,66
3,SEARCH_FILES -> READ -> SEARCH_FILES,65
3,WRITE -> BUILD -> READ,58
3,BUILD -> READ -> WRITE,56
3,VCS -> WRITE -> BUILD,55
3,TEST -> READ -> SEARCH_CONTENT,53
3,WRITE -> READ -> READ,48
3,WRITE -> TEST -> TEST,47
3,SEARCH_CONTENT -> READ -> READ,45
3,SEARCH_FILES -> READ -> READ,42
3,TEST -> READ -> VCS,41
3,BUILD -> TEST -> SEARCH_FILES,38
3,TEST -> TEST -> TEST,35
3,TEST -> TEST -> WRITE,35
3,VCS -> READ -> WRITE,34
3,VCS -> VCS -> VCS,34
3,SEARCH_CONTENT -> READ -> SEARCH_CONTENT,32
3,SEARCH_FILES -> BUILD -> TEST,30
3,READ -> READ -> SEARCH_CONTENT,30
3,READ -> TEST -> SEARCH_FILES,30
3,READ -> SEARCH_FILES -> BUILD,29
3,WRITE -> TEST -> VCS,29
3,WRITE -> BUILD -> VCS,27
3,SEARCH_CONTENT -> SEARCH_CONTENT -> READ,27
3,SEARCH_FILES -> SEARCH_FILES -> READ,26
3,READ -> SEARCH_CONTENT -> SEARCH_CONTENT,26
3,READ -> READ -> SEARCH_FILES,25
3,READ -> TEST -> VCS,24
3,FILE_OPS -> SCRIPT -> TEST,24
3,TEST -> SEARCH_CONTENT -> READ,23
