window_size,tool_sequence,frequency
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_other,6388
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_other,371
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_defects4j_test,362
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_other,360
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_other,290
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_other,261
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_test_scripts,238
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_defects4j_compile,236
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,214
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_test_scripts,161
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_other,158
3,run_shell_command_other -> run_shell_command_file_ops -> run_shell_command_other,157
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_other,150
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_defects4j_test,148
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_other,134
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,129
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_other,118
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_file_ops,112
3,run_shell_command_test_scripts -> run_shell_command_file_ops -> run_shell_command_other,111
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,108
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,97
3,run_shell_command_file_ops -> run_shell_command_test_scripts -> run_shell_command_other,81
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_other,78
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_defects4j_compile,69
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_file_ops,58
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_file_ops,55
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,55
3,run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> run_shell_command_other,54
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,51
3,run_shell_command_other -> run_shell_command_build_exec -> run_shell_command_other,46
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_build_exec,45
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_defects4j_test,43
3,run_shell_command_file_ops -> run_shell_command_file_ops -> run_shell_command_other,42
3,run_shell_command_file_ops -> run_shell_command_test_scripts -> run_shell_command_file_ops,42
3,run_shell_command_build_exec -> run_shell_command_other -> run_shell_command_other,40
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,39
3,run_shell_command_defects4j_test -> run_shell_command_file_ops -> run_shell_command_other,32
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_file_ops,31
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_other,29
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,28
3,run_shell_command_other -> run_shell_command_file_ops -> run_shell_command_file_ops,27
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_defects4j_test,26
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_file_ops,25
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_defects4j_compile,25
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_test_scripts,20
3,run_shell_command_test_scripts -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,19
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_defects4j_test,19
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_defects4j_compile,18
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_test_scripts,17
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_defects4j_compile,17
3,run_shell_command_test_scripts -> run_shell_command_test_scripts -> run_shell_command_other,16
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_defects4j_test,15
3,run_shell_command_build_exec -> run_shell_command_other -> run_shell_command_build_exec,15
3,run_shell_command_test_scripts -> run_shell_command_defects4j_test -> run_shell_command_other,13
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_defects4j_compile,12
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_defects4j_test,11
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_file_ops,11
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_test_scripts,11
3,run_shell_command_build_exec -> run_shell_command_build_exec -> run_shell_command_other,11
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_test_scripts,11
3,run_shell_command_test_scripts -> run_shell_command_file_ops -> run_shell_command_defects4j_test,9
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_git,9
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_file_ops,9
3,run_shell_command_test_scripts -> run_shell_command_file_ops -> run_shell_command_defects4j_compile,9
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_file_ops,8
3,run_shell_command_test_scripts -> run_shell_command_file_ops -> run_shell_command_file_ops,8
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_test_scripts,8
3,run_shell_command_defects4j_test -> run_shell_command_file_ops -> run_shell_command_file_ops,7
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_build_exec,7
3,run_shell_command_other -> run_shell_command_build_exec -> run_shell_command_build_exec,7
3,run_shell_command_git -> run_shell_command_other -> run_shell_command_other,7
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_compile,7
3,run_shell_command_file_ops -> run_shell_command_file_ops -> run_shell_command_file_ops,6
