window_size,tool_sequence,frequency
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_other,5145
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_other,311
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_other,302
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_defects4j_test,266
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_other,241
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_test_scripts,203
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_defects4j_compile,188
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_other,178
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,168
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_test_scripts,130
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_defects4j_test,124
3,run_shell_command_other -> run_shell_command_file_ops -> run_shell_command_other,123
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_other,109
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_other,108
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,106
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_other,95
3,run_shell_command_test_scripts -> run_shell_command_file_ops -> run_shell_command_other,94
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_file_ops,90
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,82
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_other,82
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,78
3,run_shell_command_file_ops -> run_shell_command_test_scripts -> run_shell_command_other,72
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_defects4j_compile,59
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_other,57
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_file_ops,50
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,47
3,run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> run_shell_command_other,45
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_file_ops,44
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,42
3,run_shell_command_file_ops -> run_shell_command_file_ops -> run_shell_command_other,36
3,run_shell_command_file_ops -> run_shell_command_test_scripts -> run_shell_command_file_ops,36
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,29
3,run_shell_command_defects4j_test -> run_shell_command_file_ops -> run_shell_command_other,28
3,run_shell_command_other -> run_shell_command_build_exec -> run_shell_command_other,28
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_file_ops,26
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_build_exec,26
3,run_shell_command_other -> run_shell_command_file_ops -> run_shell_command_file_ops,24
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_defects4j_test,24
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_defects4j_test,23
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_other,23
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,22
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_file_ops,22
3,run_shell_command_build_exec -> run_shell_command_other -> run_shell_command_other,22
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_test_scripts,17
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_test_scripts,15
