window_size,tool_sequence,frequency
3,WRITE -> WRITE -> WRITE,498
3,WRITE -> BUILD -> TEST,434
3,WRITE -> WRITE -> BUILD,430
3,TEST -> SEARCH_FILES -> READ,407
3,READ -> WRITE -> WRITE,351
3,READ -> SEARCH_FILES -> READ,341
3,TEST -> WRITE -> TEST,331
3,SEARCH_FILES -> READ -> READ,330
3,BUILD -> TEST -> WRITE,327
3,WRITE -> TEST -> WRITE,304
3,SEARCH_FILES -> READ -> SEARCH_FILES,277
3,WRITE -> TEST -> SEARCH_FILES,248
3,READ -> WRITE -> BUILD,226
3,WRITE -> BUILD -> BUILD,209
3,READ -> READ -> WRITE,199
3,BUILD -> TEST -> TEST,193
3,TEST -> TEST -> TEST,189
3,READ -> READ -> BUILD,186
3,READ -> BUILD -> TEST,186
3,SEARCH_FILES -> READ -> WRITE,185
3,READ -> SEARCH_CONTENT -> READ,173
3,BUILD -> WRITE -> TEST,162
3,SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT,150
3,SEARCH_CONTENT -> READ -> WRITE,147
3,WRITE -> READ -> WRITE,146
3,WRITE -> SEARCH_FILES -> READ,143
3,TEST -> TEST -> WRITE,143
3,SEARCH_CONTENT -> SEARCH_CONTENT -> READ,141
3,VCS -> READ -> VCS,138
3,TEST -> WRITE -> VCS,137
3,WRITE -> BUILD -> WRITE,135
3,BUILD -> BUILD -> BUILD,132
3,SEARCH_CONTENT -> READ -> SEARCH_CONTENT,129
3,SEARCH_FILES -> SEARCH_FILES -> READ,127
3,SEARCH_FILES -> SEARCH_CONTENT -> READ,124
3,READ -> WRITE -> READ,114
3,TEST -> WRITE -> SEARCH_FILES,109
3,SEARCH_CONTENT -> READ -> READ,109
3,WRITE -> TEST -> TEST,109
3,TEST -> READ -> READ,104
3,READ -> READ -> READ,104
3,SEARCH_FILES -> READ -> TEST,103
3,BUILD -> BUILD -> WRITE,103
3,READ -> BUILD -> READ,101
3,READ -> VCS -> READ,100
