window_size,tool_sequence,frequency
4,WRITE -> WRITE -> WRITE -> WRITE,34
4,READ -> WRITE -> BUILD -> TEST,28
4,WRITE -> WRITE -> BUILD -> TEST,27
4,WRITE -> BUILD -> TEST -> TEST,23
4,WRITE -> WRITE -> WRITE -> BUILD,22
4,READ -> WRITE -> WRITE -> WRITE,20
4,WRITE -> TEST -> SEARCH_FILES -> READ,18
4,WRITE -> BUILD -> TEST -> READ,18
4,TEST -> SEARCH_FILES -> READ -> READ,17
4,BUILD -> TEST -> TEST -> TEST,15
4,READ -> READ -> WRITE -> BUILD,15
4,SEARCH_CONTENT -> READ -> SEARCH_CONTENT -> READ,14
4,TEST -> READ -> TEST -> READ,14
4,READ -> READ -> WRITE -> WRITE,13
4,READ -> WRITE -> WRITE -> BUILD,13
4,SEARCH_CONTENT -> READ -> READ -> WRITE,12
4,READ -> SEARCH_CONTENT -> READ -> SEARCH_CONTENT,12
4,TEST -> TEST -> TEST -> TEST,12
4,SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT -> READ,11
4,SEARCH_FILES -> READ -> SEARCH_FILES -> READ,11
4,READ -> SEARCH_CONTENT -> SEARCH_CONTENT -> READ,10
4,WRITE -> BUILD -> WRITE -> TEST,10
4,READ -> WRITE -> READ -> WRITE,10
4,BUILD -> TEST -> READ -> WRITE,10
4,SEARCH_CONTENT -> SEARCH_CONTENT -> READ -> SEARCH_CONTENT,10
4,READ -> READ -> BUILD -> TEST,10
4,READ -> VCS -> READ -> VCS,10
4,READ -> READ -> READ -> WRITE,9
4,SEARCH_CONTENT -> READ -> WRITE -> WRITE,9
4,WRITE -> BUILD -> TEST -> BUILD,9
4,BUILD -> READ -> TEST -> READ,9
4,SEARCH_FILES -> READ -> READ -> BUILD,9
4,SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT,9
4,WRITE -> BUILD -> BUILD -> WRITE,9
4,SEARCH_FILES -> READ -> SEARCH_CONTENT -> SEARCH_CONTENT,8
4,BUILD -> WRITE -> TEST -> TEST,8
4,WRITE -> TEST -> TEST -> TEST,8
4,TEST -> TEST -> TEST -> READ,8
4,TEST -> READ -> READ -> READ,8
4,WRITE -> READ -> WRITE -> BUILD,8
4,TEST -> READ -> WRITE -> BUILD,8
4,WRITE -> BUILD -> TEST -> SEARCH_CONTENT,8
4,READ -> TEST -> READ -> READ,7
4,TEST -> TEST -> TEST -> SEARCH_CONTENT,7
4,TEST -> READ -> BUILD -> SEARCH_CONTENT,7
4,SEARCH_CONTENT -> WRITE -> WRITE -> BUILD,7
4,SEARCH_CONTENT -> READ -> SEARCH_CONTENT -> SEARCH_CONTENT,7
4,READ -> SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT,7
4,READ -> SEARCH_FILES -> SEARCH_CONTENT -> READ,7
4,READ -> BUILD -> TEST -> WRITE,7
4,BUILD -> TEST -> WRITE -> TEST,7
4,VCS -> READ -> VCS -> READ,7
4,TEST -> READ -> READ -> WRITE,6
4,SEARCH_CONTENT -> SEARCH_CONTENT -> READ -> READ,6
4,WRITE -> WRITE -> BUILD -> WRITE,6
4,TEST -> TEST -> READ -> READ,6
4,BUILD -> TEST -> READ -> TEST,6
4,WRITE -> TEST -> READ -> TEST,6
4,BUILD -> READ -> BUILD -> SEARCH_CONTENT,6
4,SEARCH_CONTENT -> SEARCH_CONTENT -> READ -> WRITE,6
4,WRITE -> SEARCH_FILES -> READ -> SEARCH_FILES,6
4,TEST -> SEARCH_CONTENT -> BUILD -> READ,6
4,READ -> TEST -> READ -> TEST,6
4,TEST -> TEST -> READ -> BUILD,6
4,TEST -> READ -> BUILD -> READ,6
4,TEST -> SEARCH_CONTENT -> TEST -> SEARCH_CONTENT,6
4,BUILD -> READ -> WRITE -> BUILD,6
4,TEST -> WRITE -> TEST -> TEST,6
4,VCS -> SEARCH_CONTENT -> VCS -> SEARCH_CONTENT,6
4,TEST -> TEST -> SEARCH_CONTENT -> READ,6
4,READ -> SEARCH_FILES -> READ -> SEARCH_FILES,6
4,SEARCH_FILES -> READ -> WRITE -> WRITE,6
4,READ -> WRITE -> BUILD -> BUILD,6
4,READ -> WRITE -> SEARCH_FILES -> READ,5
