window_size,tool_sequence,frequency
3,WRITE -> WRITE -> WRITE,558
3,WRITE -> BUILD -> TEST,501
3,WRITE -> WRITE -> BUILD,477
3,TEST -> SEARCH_FILES -> READ,439
3,READ -> WRITE -> WRITE,391
3,READ -> SEARCH_FILES -> READ,365
3,SEARCH_FILES -> READ -> READ,355
3,TEST -> WRITE -> TEST,343
3,BUILD -> TEST -> WRITE,339
3,WRITE -> TEST -> WRITE,307
3,SEARCH_FILES -> READ -> SEARCH_FILES,297
3,READ -> WRITE -> BUILD,271
3,WRITE -> TEST -> SEARCH_FILES,269
3,READ -> READ -> WRITE,237
3,WRITE -> BUILD -> BUILD,226
3,TEST -> TEST -> TEST,225
3,BUILD -> TEST -> TEST,223
3,READ -> BUILD -> TEST,200
3,READ -> SEARCH_CONTENT -> READ,200
3,SEARCH_FILES -> READ -> WRITE,200
3,READ -> READ -> BUILD,197
3,BUILD -> WRITE -> TEST,178
3,SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_CONTENT,174
3,SEARCH_CONTENT -> SEARCH_CONTENT -> READ,170
3,SEARCH_CONTENT -> READ -> WRITE,169
3,WRITE -> READ -> WRITE,163
3,SEARCH_CONTENT -> READ -> SEARCH_CONTENT,157
3,WRITE -> SEARCH_FILES -> READ,155
3,TEST -> TEST -> WRITE,152
3,VCS -> READ -> VCS,152
3,WRITE -> BUILD -> WRITE,146
3,SEARCH_FILES -> SEARCH_FILES -> READ,139
3,TEST -> WRITE -> VCS,139
3,SEARCH_FILES -> SEARCH_CONTENT -> READ,135
3,BUILD -> BUILD -> BUILD,135
3,SEARCH_CONTENT -> READ -> READ,130
3,READ -> WRITE -> READ,129
3,WRITE -> TEST -> TEST,126
3,TEST -> READ -> READ,124
3,READ -> READ -> READ,121
3,READ -> SEARCH_CONTENT -> SEARCH_CONTENT,119
3,READ -> BUILD -> READ,118
3,BUILD -> BUILD -> WRITE,115
3,READ -> VCS -> READ,115
3,TEST -> WRITE -> SEARCH_FILES,114
3,READ -> TEST -> READ,114
3,BUILD -> TEST -> READ,113
3,TEST -> READ -> WRITE,113
3,READ -> SEARCH_FILES -> SEARCH_CONTENT,110
3,SEARCH_FILES -> READ -> TEST,108
3,TEST -> TEST -> READ,103
3,WRITE -> TEST -> READ,103
3,BUILD -> READ -> WRITE,96
3,SEARCH_CONTENT -> WRITE -> WRITE,94
3,SEARCH_CONTENT -> READ -> SEARCH_FILES,93
3,SEARCH_FILES -> READ -> UTIL,93
3,READ -> READ -> SEARCH_CONTENT,91
3,SEARCH_FILES -> READ -> SEARCH_CONTENT,90
3,READ -> READ -> TEST,89
3,BUILD -> READ -> BUILD,88
3,WRITE -> WRITE -> READ,85
3,READ -> VCS -> VCS,84
3,READ -> WRITE -> SEARCH_FILES,78
3,READ -> BUILD -> SEARCH_CONTENT,76
3,SEARCH_FILES -> TEST -> SEARCH_FILES,76
3,TEST -> READ -> SEARCH_FILES,75
3,SEARCH_FILES -> READ -> BUILD,75
3,VCS -> VCS -> VCS,74
3,WRITE -> SEARCH_FILES -> SEARCH_FILES,72
3,READ -> READ -> SEARCH_FILES,72
3,READ -> TEST -> SEARCH_FILES,72
3,READ -> SEARCH_FILES -> SEARCH_FILES,71
3,WRITE -> SEARCH_FILES -> TEST,70
3,SEARCH_CONTENT -> WRITE -> BUILD,69
3,BUILD -> BUILD -> READ,68
3,READ -> WRITE -> TEST,68
3,BUILD -> WRITE -> BUILD,67
3,SEARCH_CONTENT -> SEARCH_FILES -> READ,67
3,TEST -> READ -> TEST,62
3,SEARCH_FILES -> SEARCH_CONTENT -> SEARCH_CONTENT,62
3,READ -> VCS -> SEARCH_CONTENT,60
3,READ -> TEST -> WRITE,58
3,VCS -> SEARCH_CONTENT -> VCS,58
3,TEST -> TEST -> SEARCH_FILES,57
3,READ -> BUILD -> BUILD,57
3,TEST -> READ -> BUILD,56
3,VCS -> VCS -> READ,56
3,TEST -> WRITE -> BUILD,53
3,SEARCH_CONTENT -> SEARCH_CONTENT -> WRITE,53
3,BUILD -> READ -> SEARCH_FILES,50
3,BUILD -> SEARCH_CONTENT -> READ,50
3,SEARCH_CONTENT -> READ -> VCS,50
3,READ -> SEARCH_CONTENT -> WRITE,50
3,WRITE -> READ -> READ,49
3,WRITE -> BUILD -> READ,49
3,VCS -> SEARCH_CONTENT -> READ,49
3,BUILD -> SEARCH_CONTENT -> WRITE,49
3,TEST -> BUILD -> READ,48
3,TEST -> READ -> SEARCH_CONTENT,48
3,READ -> WRITE -> SEARCH_CONTENT,47
3,BUILD -> TEST -> SEARCH_CONTENT,47
3,SEARCH_CONTENT -> READ -> BUILD,47
3,BUILD -> BUILD -> SEARCH_FILES,46
3,READ -> TEST -> SEARCH_CONTENT,46
3,SEARCH_CONTENT -> VCS -> SEARCH_CONTENT,46
3,VCS -> READ -> READ,43
3,SEARCH_FILES -> SEARCH_FILES -> SEARCH_CONTENT,42
3,VCS -> WRITE -> WRITE,41
3,TEST -> WRITE -> READ,41
3,READ -> VCS -> WRITE,41
3,BUILD -> READ -> TEST,41
3,VCS -> READ -> WRITE,41
3,TEST -> BUILD -> SEARCH_CONTENT,40
3,TEST -> SEARCH_FILES -> SEARCH_FILES,39
3,WRITE -> SEARCH_CONTENT -> READ,38
3,SEARCH_CONTENT -> TEST -> READ,38
3,BUILD -> BUILD -> SEARCH_CONTENT,38
3,BUILD -> TEST -> BUILD,37
3,BUILD -> BUILD -> TEST,37
3,READ -> READ -> VCS,37
3,VCS -> VCS -> WRITE,37
3,SEARCH_FILES -> TEST -> READ,36
3,BUILD -> SEARCH_FILES -> READ,36
3,SEARCH_CONTENT -> BUILD -> READ,36
3,BUILD -> TEST -> VCS,36
3,TEST -> SEARCH_CONTENT -> READ,36
3,BUILD -> SEARCH_CONTENT -> BUILD,35
3,WRITE -> SEARCH_CONTENT -> SEARCH_CONTENT,35
3,WRITE -> READ -> BUILD,34
3,BUILD -> READ -> READ,34
3,READ -> UTIL -> BUILD,34
3,SEARCH_CONTENT -> VCS -> READ,34
3,SEARCH_CONTENT -> SEARCH_FILES -> SEARCH_CONTENT,34
3,BUILD -> SEARCH_CONTENT -> SEARCH_FILES,32
3,SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES,32
3,SEARCH_CONTENT -> READ -> TEST,32
3,READ -> TEST -> TEST,30
3,BUILD -> WRITE -> WRITE,30
3,READ -> BUILD -> SEARCH_FILES,30
3,BUILD -> TEST -> SEARCH_FILES,30
3,READ -> SEARCH_CONTENT -> SEARCH_FILES,29
3,UTIL -> BUILD -> TEST,28
3,WRITE -> VCS -> READ,28
3,SEARCH_CONTENT -> SEARCH_CONTENT -> SEARCH_FILES,28
3,TEST -> TEST -> SEARCH_CONTENT,28
3,VCS -> SEARCH_CONTENT -> WRITE,27
3,SEARCH_CONTENT -> BUILD -> SEARCH_CONTENT,27
3,VCS -> WRITE -> VCS,27
3,TEST -> READ -> VCS,27
3,SEARCH_FILES -> UTIL -> READ,26
3,TEST -> SEARCH_FILES -> SEARCH_CONTENT,26
3,TEST -> WRITE -> WRITE,26
3,READ -> TEST -> BUILD,25
3,WRITE -> SEARCH_FILES -> SEARCH_CONTENT,25
3,NAVIGATE -> BUILD -> READ,25
3,TEST -> TEST -> BUILD,25
3,READ -> WRITE -> VCS,24
3,WRITE -> VCS -> VCS,24
3,WRITE -> TEST -> BUILD,24
3,TEST -> SEARCH_CONTENT -> BUILD,24
3,SEARCH_FILES -> SEARCH_FILES -> TEST,23
3,TEST -> VCS -> READ,23
3,TEST -> SEARCH_CONTENT -> WRITE,23
3,TEST -> VCS -> VCS,23
3,BUILD -> SEARCH_FILES -> SEARCH_FILES,22
3,BUILD -> READ -> SEARCH_CONTENT,22
3,VCS -> BUILD -> TEST,22
3,BUILD -> SEARCH_CONTENT -> SEARCH_CONTENT,22
3,READ -> UTIL -> SEARCH_FILES,22
3,TEST -> SEARCH_CONTENT -> SEARCH_CONTENT,22
3,TEST -> SEARCH_CONTENT -> SEARCH_FILES,21
3,BUILD -> NAVIGATE -> BUILD,21
3,READ -> SEARCH_FILES -> UTIL,20
3,UTIL -> READ -> SEARCH_FILES,20
3,NAVIGATE -> SEARCH_FILES -> READ,20
3,UTIL -> SEARCH_FILES -> READ,20
