window_size,tool_sequence,frequency
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_other,1243
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_defects4j_test,96
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_other,83
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_other,63
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_other,60
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_other,58
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_other,49
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_defects4j_compile,48
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,46
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_other,41
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_other,36
3,run_shell_command_file_ops -> run_shell_command_other -> run_shell_command_test_scripts,35
3,run_shell_command_other -> run_shell_command_file_ops -> run_shell_command_other,34
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_test_scripts,31
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_other,26
3,run_shell_command_other -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,26
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_defects4j_test,24
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,23
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_file_ops,22
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_other,21
3,run_shell_command_other -> run_shell_command_other -> run_shell_command_build_exec,19
3,run_shell_command_defects4j_test -> run_shell_command_other -> run_shell_command_defects4j_test,19
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,19
3,run_shell_command_other -> run_shell_command_build_exec -> run_shell_command_other,18
3,run_shell_command_build_exec -> run_shell_command_other -> run_shell_command_other,18
3,run_shell_command_test_scripts -> run_shell_command_file_ops -> run_shell_command_other,17
3,run_shell_command_other -> run_shell_command_test_scripts -> run_shell_command_file_ops,11
3,run_shell_command_defects4j_compile -> run_shell_command_other -> run_shell_command_defects4j_compile,11
3,WRITE -> WRITE -> WRITE,11
3,run_shell_command_test_scripts -> run_shell_command_other -> run_shell_command_defects4j_compile,10
3,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,10
3,run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_test_scripts,9
3,run_shell_command_file_ops -> run_shell_command_test_scripts -> run_shell_command_other,9
3,run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> run_shell_command_other,9
3,run_shell_command_other -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,8
3,run_shell_command_defects4j_test -> run_shell_command_test_scripts -> run_shell_command_defects4j_test,8
