window_size,tool_sequence,frequency
5,SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES,129
5,WRITE -> NAVIGATE -> BUILD -> NAVIGATE -> TEST,105
5,NAVIGATE -> BUILD -> NAVIGATE -> TEST -> NAVIGATE,105
5,NAVIGATE -> TEST -> NAVIGATE -> TEST -> NAVIGATE,102
5,BUILD -> NAVIGATE -> TEST -> NAVIGATE -> TEST,84
5,NAVIGATE -> TEST -> NAVIGATE -> TEST -> READ,69
5,TEST -> NAVIGATE -> TEST -> NAVIGATE -> TEST,63
5,READ -> WRITE -> NAVIGATE -> BUILD -> NAVIGATE,57
5,READ -> READ -> READ -> READ -> READ,48
5,NAVIGATE -> TEST -> WRITE -> NAVIGATE -> BUILD,46
5,WRITE -> NAVIGATE -> BUILD -> NAVIGATE -> BUILD,43
5,READ -> SEARCH_FILES -> READ -> SEARCH_FILES -> READ,41
5,WRITE -> WRITE -> NAVIGATE -> BUILD -> NAVIGATE,39
5,NAVIGATE -> TEST -> NAVIGATE -> TEST -> WRITE,38
5,READ -> NAVIGATE -> TEST -> NAVIGATE -> TEST,37
5,WRITE -> BUILD -> TEST -> TEST -> TEST,37
5,WRITE -> NAVIGATE -> BUILD -> BUILD -> WRITE,34
5,READ -> WRITE -> BUILD -> TEST -> TEST,34
5,READ -> SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES,34
5,READ -> TEST -> READ -> TEST -> READ,33
5,NAVIGATE -> BUILD -> NAVIGATE -> TEST -> WRITE,33
5,READ -> SEARCH_CONTENT -> READ -> SEARCH_CONTENT -> READ,33
5,WRITE -> NAVIGATE -> BUILD -> BUILD -> NAVIGATE,32
5,WRITE -> NAVIGATE -> TEST -> NAVIGATE -> TEST,32
5,NAVIGATE -> BUILD -> WRITE -> NAVIGATE -> BUILD,30
5,BUILD -> WRITE -> NAVIGATE -> BUILD -> BUILD,30
5,READ -> SEARCH_CONTENT -> READ -> READ -> READ,30
5,TEST -> NAVIGATE -> TEST -> READ -> WRITE,29
5,NAVIGATE -> TEST -> READ -> NAVIGATE -> TEST,29
5,READ -> READ -> READ -> READ -> WRITE,27
5,TEST -> WRITE -> NAVIGATE -> BUILD -> BUILD,27
5,NAVIGATE -> BUILD -> BUILD -> WRITE -> NAVIGATE,26
5,NAVIGATE -> VCS -> NAVIGATE -> VCS -> NAVIGATE,26
5,SEARCH_CONTENT -> READ -> READ -> SEARCH_CONTENT -> READ,26
5,SEARCH_CONTENT -> READ -> READ -> READ -> READ,26
5,READ -> READ -> SEARCH_CONTENT -> SEARCH_CONTENT -> READ,25
5,SEARCH_FILES -> READ -> SEARCH_FILES -> READ -> SEARCH_FILES,25
5,BUILD -> BUILD -> WRITE -> NAVIGATE -> BUILD,25
5,READ -> READ -> SEARCH_CONTENT -> READ -> READ,25
5,SEARCH_CONTENT -> READ -> SEARCH_CONTENT -> READ -> READ,25
5,READ -> TEST -> READ -> TEST -> TEST,24
5,READ -> READ -> WRITE -> NAVIGATE -> BUILD,24
5,SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES -> SEARCH_FILES -> READ,24
5,SEARCH_FILES -> READ -> READ -> READ -> READ,24
5,WRITE -> READ -> WRITE -> NAVIGATE -> BUILD,23
5,TEST -> WRITE -> NAVIGATE -> BUILD -> NAVIGATE,23
5,READ -> SEARCH_CONTENT -> SEARCH_CONTENT -> READ -> WRITE,22
5,READ -> WRITE -> READ -> WRITE -> READ,22
5,WRITE -> READ -> WRITE -> READ -> WRITE,22
