bug,function_name,count,command
Chart_14,run_shell_command,1,./run_all_tests_trace.sh
Chart_14,run_shell_command,2,./run_bug_exposing_tests.sh
Chart_14,run_shell_command,1,cat bug_triggering_tests.20251029_233951.log
Chart_14,run_shell_command,1,defects4j compile
Chart_14,run_shell_command,1,defects4j compile && defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker && defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveDomainMarker && defects4j test -t org.jfree.chart.plot.junit.XYPlotTests::testRemoveRangeMarker && defects4j test -t org.jfree.chart.plot.junit.XYPlotTests::testRemoveDomainMarker
Chart_14,run_shell_command,1,defects4j export -p tests.trigger
Chart_14,run_shell_command,2,defects4j test
Chart_14,run_shell_command,1,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker
Chart_14,run_shell_command,1,defects4j test -t org.jfree.chart.plot.junit.CategoryPlotTests::testRemoveRangeMarker -R
Chart_14,run_shell_command,1,"grep -n ""FAILED|FAILURES"" -E all_tests_trace.20251029_234024.log | sed -n '1,200p'"
Chart_14,run_shell_command,1,"grep -n ""FAILURES!!!"" -n all_tests_trace.20251029_234024.log | wc -l"
Chart_14,run_shell_command,1,"grep -n ""Tests run"" all_tests_trace.20251029_234024.log | head"
Chart_14,run_shell_command,1,"grep -n ""There (was|were).*failure"" -E all_tests_trace.20251029_234024.log | head"
Chart_14,run_shell_command,1,"grep -n ""removeDomainMarker\|removeRangeMarker"" source/org/jfree/chart/plot/CategoryPlot.java"
Chart_14,run_shell_command,1,"grep -n ""removeDomainMarker\|removeRangeMarker"" source/org/jfree/chart/plot/XYPlot.java"
Chart_14,run_shell_command,1,"grep -n ""testRemoveRangeMarker\|testRemoveDomainMarker"" tests/org/jfree/chart/plot/junit/XYPlotTests.java"
Chart_14,run_shell_command,1,ls -1t all_tests_trace.*.log | head -n 1
Chart_14,run_shell_command,1,ls -1t bug_triggering_tests.*.log | head -n 1
Chart_14,run_shell_command,1,"ls -R source | sed -n '1,200p'"
Chart_14,run_shell_command,1,"ls -R source/org/jfree/chart/plot | sed -n '1,200p'"
Chart_14,run_shell_command,1,"ls -R tests | sed -n '1,200p'"
Chart_14,run_shell_command,1,"ls -R tests/org/jfree/chart/plot/junit | sed -n '1,200p'"
Chart_14,run_shell_command,1,ls -la
Chart_14,run_shell_command,1,"sed -n '1,200p' AGENTS.md"
Chart_14,run_shell_command,1,"sed -n '1,200p' bug_triggering_tests.20251029_233917.log"
Chart_14,run_shell_command,1,"sed -n '1,200p' bug_triggering_tests.20251029_233951.log"
Chart_14,run_shell_command,1,"sed -n '1,200p' run_all_tests_trace.sh"
Chart_14,run_shell_command,1,"sed -n '1,200p' run_bug_exposing_tests.sh"
Chart_14,run_shell_command,1,"sed -n '1,200p' tests/org/jfree/chart/plot/junit/XYPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '1,220p' tests/org/jfree/chart/plot/junit/CategoryPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '1,240p' tests/source/org/jfree/chart/plot/junit/CategoryPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '1,260p' source/org/jfree/chart/plot/CategoryPlot.java"
Chart_14,run_shell_command,1,"sed -n '1008,1046p' tests/org/jfree/chart/plot/junit/XYPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '1160,1400p' source/org/jfree/chart/plot/CategoryPlot.java"
Chart_14,run_shell_command,1,"sed -n '1240,2000p' tests/org/jfree/chart/plot/junit/XYPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '1400,2000p' source/org/jfree/chart/plot/CategoryPlot.java"
Chart_14,run_shell_command,1,"sed -n '200,640p' tests/org/jfree/chart/plot/junit/XYPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '2060,2190p' source/org/jfree/chart/plot/CategoryPlot.java"
Chart_14,run_shell_command,1,"sed -n '220,620p' tests/org/jfree/chart/plot/junit/CategoryPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '2208,2294p' source/org/jfree/chart/plot/XYPlot.java"
Chart_14,run_shell_command,1,"sed -n '2294,2338p' source/org/jfree/chart/plot/XYPlot.java"
Chart_14,run_shell_command,1,"sed -n '2330,2460p' source/org/jfree/chart/plot/CategoryPlot.java"
Chart_14,run_shell_command,1,"sed -n '2488,2538p' source/org/jfree/chart/plot/XYPlot.java"
Chart_14,run_shell_command,1,"sed -n '620,1200p' tests/org/jfree/chart/plot/junit/CategoryPlotTests.java"
Chart_14,run_shell_command,1,"sed -n '640,1240p' tests/org/jfree/chart/plot/junit/XYPlotTests.java"
Chart_14,run_shell_command,1,tail -n 200 all_tests_trace.20251029_234024.log
Chart_15,run_shell_command,1,./run_all_tests_trace.sh
Chart_15,run_shell_command,1,./run_bug_exposing_tests.sh
Chart_15,run_shell_command,1,defects4j test
Chart_15,run_shell_command,1,"echo ""Running full test suite to check for regressions.""; defects4j test"
