window_size,tool_sequence,frequency
4,replace -> replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,24
4,read_file -> replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,20
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> replace,14
4,read_file -> run_shell_command_test_scripts -> read_file -> run_shell_command_defects4j_compile,12
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_git,12
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test,11
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> read_file,11
4,replace -> replace -> replace -> run_shell_command_defects4j_compile,10
4,replace -> replace -> replace -> replace,9
4,read_file -> replace -> replace -> run_shell_command_defects4j_compile,9
4,run_shell_command_test_scripts -> read_file -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,8
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_defects4j_test -> run_shell_command_git,8
4,read_file -> read_file -> read_file -> replace,8
4,read_file -> read_file -> replace -> run_shell_command_defects4j_compile,8
4,read_file -> replace -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,8
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> replace -> replace,8
4,run_shell_command_defects4j_test -> replace -> replace -> run_shell_command_defects4j_compile,7
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> read_file,6
4,replace -> run_shell_command_defects4j_test -> replace -> replace,5
4,run_shell_command_defects4j_test -> replace -> replace -> replace,5
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> replace -> run_shell_command_defects4j_compile,5
4,run_shell_command_test_scripts -> read_file -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,5
4,run_shell_command_defects4j_test -> read_file -> replace -> run_shell_command_defects4j_compile,5
4,list_directory -> list_directory -> list_directory -> list_directory,5
4,read_file -> replace -> replace -> replace,4
4,run_shell_command_test_scripts -> read_file -> replace -> run_shell_command_defects4j_compile,4
4,read_file -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> read_file,4
4,run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> read_file -> run_shell_command_defects4j_test,4
4,run_shell_command_test_scripts -> read_file -> read_file -> read_file,4
4,run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> read_file -> replace,4
