window_size,tool_sequence,frequency
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> replace,161
4,replace -> replace -> replace -> replace,119
4,replace -> replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,116
4,replace -> replace -> replace -> run_shell_command_defects4j_compile,93
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> replace -> run_shell_command_defects4j_compile,83
4,run_shell_command_defects4j_test -> replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,75
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> replace -> replace,72
4,read_file -> replace -> replace -> replace,52
4,run_shell_command_defects4j_test -> replace -> replace -> replace,39
4,read_file -> replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,36
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> read_file,35
4,run_shell_command_defects4j_test -> replace -> replace -> run_shell_command_defects4j_compile,34
4,read_file -> replace -> read_file -> replace,33
4,replace -> run_shell_command_defects4j_compile -> replace -> run_shell_command_defects4j_compile,32
4,read_file -> replace -> replace -> run_shell_command_defects4j_compile,32
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> read_file,31
4,run_shell_command_defects4j_compile -> run_shell_command_test_scripts -> read_file -> replace,31
4,replace -> replace -> run_shell_command_defects4j_compile -> replace,27
4,replace -> read_file -> replace -> read_file,25
4,replace -> run_shell_command_defects4j_test -> replace -> replace,25
4,replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_file_ops,24
4,replace -> read_file -> replace -> replace,23
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> run_shell_command_file_ops -> read_file,23
4,run_shell_command_defects4j_test -> run_shell_command_file_ops -> read_file -> replace,23
4,run_shell_command_file_ops -> read_file -> replace -> replace,23
4,run_shell_command_defects4j_compile -> run_shell_command_defects4j_test -> read_file -> replace,22
4,replace -> run_shell_command_defects4j_compile -> replace -> replace,21
4,replace -> replace -> run_shell_command_defects4j_test -> replace,21
4,run_shell_command_defects4j_compile -> replace -> run_shell_command_defects4j_compile -> run_shell_command_defects4j_test,20
4,replace -> replace -> read_file -> replace,19
4,read_file -> replace -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,19
4,run_shell_command_test_scripts -> read_file -> replace -> replace,19
4,run_shell_command_test_scripts -> read_file -> replace -> run_shell_command_defects4j_compile,18
4,run_shell_command_defects4j_test -> replace -> replace -> run_shell_command_defects4j_test,17
4,read_file -> read_file -> read_file -> replace,16
4,replace -> replace -> run_shell_command_defects4j_compile -> run_shell_command_test_scripts,16
4,replace -> run_shell_command_defects4j_test -> replace -> run_shell_command_defects4j_test,14
4,read_file -> run_shell_command_test_scripts -> read_file -> run_shell_command_defects4j_compile,12
4,run_shell_command_defects4j_compile -> replace -> replace -> replace,12
4,run_shell_command_defects4j_compile -> replace -> run_shell_command_defects4j_compile -> replace,12
4,run_shell_command_defects4j_test -> read_file -> replace -> replace,12
